target,participant_id,feature,delta_mse_mean,delta_mse_std,baseline_mse_mean
left_right,3,elbow_alignment,0.0,0.0,0.005645957655034829
left_right,3,elbow_height_relative,0.0,0.0,0.005645957655034829
left_right,3,elevation_angle,0.00011795910916703326,0.00023083519195067696,0.005645957655034829
left_right,3,forward_position,3.0116508328049962e-05,8.073883716147602e-05,0.005645957655034829
left_right,3,guide_hand_vx,0.0,0.0,0.005645957655034829
left_right,3,hip_lateral_range,0.0,0.0,0.005645957655034829
left_right,3,hip_vertical_velocity_max,0.0,0.0,0.005645957655034829
left_right,3,jerk_at_release,-8.41615267228816e-06,3.626732530298962e-05,0.005645957655034829
left_right,3,knee_bend_depth,0.0,0.0,0.005645957655034829
left_right,3,knee_extension_rate_max,5.793896210720736e-05,7.652528701015864e-05,0.005645957655034829
left_right,3,lateral_offset,3.474198096788473e-05,7.334449622703138e-05,0.005645957655034829
left_right,3,left_wrist_z_energy,3.379919959553383e-05,6.265514227869705e-05,0.005645957655034829
left_right,3,left_wrist_z_max,-6.353043114848116e-05,0.00013094489073976518,0.005645957655034829
left_right,3,left_wrist_z_mean,4.004052797598953e-05,8.133939170172817e-05,0.005645957655034829
left_right,3,left_wrist_z_min,7.492402757513836e-05,7.796226127141055e-05,0.005645957655034829
left_right,3,left_wrist_z_q25,0.0,0.0,0.005645957655034829
left_right,3,left_wrist_z_q75,-4.789017588192196e-06,9.578035176384392e-06,0.005645957655034829
left_right,3,left_wrist_z_range,1.8567811999322532e-06,3.7135623998645064e-06,0.005645957655034829
left_right,3,left_wrist_z_std,0.0,0.0,0.005645957655034829
left_right,3,mid_hip_z_energy,0.0,0.0,0.005645957655034829
left_right,3,mid_hip_z_max,3.2751765137821293e-06,2.557673214868123e-05,0.005645957655034829
left_right,3,mid_hip_z_mean,-1.445822776235256e-07,2.891645552470512e-07,0.005645957655034829
left_right,3,mid_hip_z_min,0.0,0.0,0.005645957655034829
left_right,3,mid_hip_z_q25,0.0,0.0,0.005645957655034829
left_right,3,mid_hip_z_q75,0.0,0.0,0.005645957655034829
left_right,3,mid_hip_z_range,0.0,0.0,0.005645957655034829
angle,4,acceleration_at_release,0.0,0.0,0.00685052781927895
angle,4,arm_extension_angle,0.0,0.0,0.00685052781927895
angle,4,arm_plane_angle,0.0,0.0,0.00685052781927895
angle,4,azimuth_angle,0.0,0.0,0.00685052781927895
angle,4,elbow_alignment,0.00010378384941616275,0.00014388304660075614,0.00685052781927895
angle,4,elbow_height_relative,0.0,0.0,0.00685052781927895
angle,4,elevation_angle,3.6567060266943715e-06,5.003533317467537e-06,0.00685052781927895
angle,4,forward_position,-9.80792790537359e-06,1.9023104716497637e-05,0.00685052781927895
angle,4,guide_hand_vx,-1.1062871721716043e-05,0.00012021951797469141,0.00685052781927895
angle,4,hip_lateral_range,0.0,0.0,0.00685052781927895
angle,4,hip_vertical_velocity_max,0.0,0.0,0.00685052781927895
angle,4,jerk_at_release,0.0,0.0,0.00685052781927895
angle,4,knee_bend_depth,0.0,0.0,0.00685052781927895
angle,4,knee_extension_rate_max,3.1797632951474816e-05,6.359526590294963e-05,0.00685052781927895
angle,4,lateral_offset,2.082173637576665e-06,4.16434727515333e-06,0.00685052781927895
angle,4,left_wrist_z_energy,-1.2608100894196706e-05,2.3619375192144018e-05,0.00685052781927895
angle,4,left_wrist_z_max,0.000797417472869139,0.0010511162894488342,0.00685052781927895
angle,4,left_wrist_z_mean,-8.466679631946756e-06,1.0687817797411609e-05,0.00685052781927895
angle,4,left_wrist_z_min,-1.0477053944383739e-06,1.580025266170375e-05,0.00685052781927895
angle,4,left_wrist_z_q25,-0.00010281477306168691,0.00015451443403212696,0.00685052781927895
angle,4,left_wrist_z_q75,0.0,0.0,0.00685052781927895
angle,4,left_wrist_z_range,0.0,0.0,0.00685052781927895
angle,4,left_wrist_z_std,0.0,0.0,0.00685052781927895
angle,4,mid_hip_z_energy,0.00021719459161653257,0.0001850253736332025,0.00685052781927895
angle,4,mid_hip_z_max,-0.00014604329043162861,0.000465337084309257,0.00685052781927895
angle,4,mid_hip_z_mean,3.06430888207981e-05,5.905142727439199e-05,0.00685052781927895
angle,4,mid_hip_z_min,0.0,0.0,0.00685052781927895
angle,4,mid_hip_z_q25,0.0,0.0,0.00685052781927895
angle,4,mid_hip_z_q75,-7.111289150463565e-06,1.4222578300927128e-05,0.00685052781927895
angle,4,mid_hip_z_range,3.5121677053573734e-06,7.024335410714746e-06,0.00685052781927895
depth,4,acceleration_at_release,1.8302717031636745e-06,3.660543406327349e-06,0.009628445432544656
depth,4,arm_extension_angle,0.0,0.0,0.009628445432544656
depth,4,arm_plane_angle,-7.653653815087799e-05,0.00012140602477827525,0.009628445432544656
depth,4,azimuth_angle,-1.1298615177433163e-05,1.760139259826857e-05,0.009628445432544656
depth,4,elbow_alignment,-7.597509012796134e-05,0.0002920431441397127,0.009628445432544656
depth,4,elbow_height_relative,0.0,0.0,0.009628445432544656
depth,4,elevation_angle,0.0,0.0,0.009628445432544656
depth,4,forward_position,1.755187800663964e-05,0.00010572626942473741,0.009628445432544656
depth,4,guide_hand_vx,0.0003236862756591368,0.000629843015921339,0.009628445432544656
depth,4,hip_lateral_range,0.00025091347644550996,0.0003752414178832049,0.009628445432544656
depth,4,hip_vertical_velocity_max,0.0,0.0,0.009628445432544656
depth,4,jerk_at_release,0.0,0.0,0.009628445432544656
depth,4,knee_bend_depth,9.12676319075184e-07,1.825352638150368e-06,0.009628445432544656
depth,4,knee_extension_rate_max,0.0,0.0,0.009628445432544656
depth,4,lateral_offset,0.0,0.0,0.009628445432544656
depth,4,left_wrist_z_energy,-3.9946390318123905e-05,9.385680072787087e-05,0.009628445432544656
depth,4,left_wrist_z_max,0.0,0.0,0.009628445432544656
depth,4,left_wrist_z_mean,-1.4097234512029308e-05,2.8194469024058617e-05,0.009628445432544656
depth,4,left_wrist_z_min,-0.00020555424716082633,0.0004341066681926778,0.009628445432544656
depth,4,left_wrist_z_q25,0.0,0.0,0.009628445432544656
depth,4,left_wrist_z_q75,-2.521096531555439e-08,0.00033712715555312984,0.009628445432544656
depth,4,left_wrist_z_range,0.0,0.0,0.009628445432544656
depth,4,left_wrist_z_std,8.990828049883561e-06,0.00044167917814409084,0.009628445432544656
depth,4,mid_hip_z_energy,0.0,0.0,0.009628445432544656
depth,4,mid_hip_z_max,0.0,0.0,0.009628445432544656
depth,4,mid_hip_z_mean,0.0,0.0,0.009628445432544656
depth,4,mid_hip_z_min,-1.5630378584041705e-06,3.1260757168083414e-06,0.009628445432544656
depth,4,mid_hip_z_q25,-0.00018554081797964063,0.0003817584569463722,0.009628445432544656
depth,4,mid_hip_z_q75,-5.293792923808174e-06,4.676358482708932e-05,0.009628445432544656
depth,4,mid_hip_z_range,0.0,0.0,0.009628445432544656
left_right,4,acceleration_at_release,1.9010894658479105e-05,3.3180235575120396e-05,0.013389970768576334
left_right,4,arm_extension_angle,5.174580321988531e-07,1.0349160643977062e-06,0.013389970768576334
left_right,4,arm_plane_angle,-5.861193960874506e-07,1.1722387921749012e-06,0.013389970768576334
left_right,4,azimuth_angle,1.9151722492147943e-06,3.8303444984295895e-06,0.013389970768576334
left_right,4,elbow_alignment,2.464246704768011e-06,4.928493409536022e-06,0.013389970768576334
left_right,4,elbow_height_relative,2.919732723032087e-07,5.839465446064172e-07,0.013389970768576334
left_right,4,elevation_angle,-5.4091697095397934e-05,0.00010818339419079587,0.013389970768576334
left_right,4,forward_position,-0.0009135632944602678,0.0024785203595315266,0.013389970768576334
left_right,4,guide_hand_vx,-5.733611711623149e-06,1.1467223423246298e-05,0.013389970768576334
left_right,4,hip_lateral_range,-5.184577003170543e-05,0.00012612680753923183,0.013389970768576334
left_right,4,hip_vertical_velocity_max,-6.476388586263183e-05,0.00012259302781607407,0.013389970768576334
left_right,4,jerk_at_release,7.26052704447741e-06,2.797304857215635e-05,0.013389970768576334
left_right,4,knee_bend_depth,-9.567631836645586e-05,0.00025803879640183563,0.013389970768576334
left_right,4,knee_extension_rate_max,0.0,0.0,0.013389970768576334
left_right,4,lateral_offset,0.0,0.0,0.013389970768576334
left_right,4,left_wrist_z_energy,-1.690868547807624e-05,4.3598754068969374e-05,0.013389970768576334
left_right,4,left_wrist_z_max,-1.7164049251755865e-05,2.9183300738489763e-05,0.013389970768576334
left_right,4,left_wrist_z_mean,-6.442420654104511e-06,6.480988678029973e-05,0.013389970768576334
left_right,4,left_wrist_z_min,3.171788141598381e-05,0.00011389746307420901,0.013389970768576334
left_right,4,left_wrist_z_q25,3.469603044556277e-05,6.939206089112555e-05,0.013389970768576334
left_right,4,left_wrist_z_q75,-1.426105456829585e-07,2.85221091365917e-07,0.013389970768576334
left_right,4,left_wrist_z_range,-0.00012814917408265,0.0002562983481653,0.013389970768576334
